orderID,start_time,lng,lat,street
0000374f5cf3bc3efc0836b296ee8da3,2018-05-01 20:48:04,104.06487,30.51572,正北中街
0001559fd4d3dfd0a78556586ea7db6f,2018-05-01 18:32:32,104.05184,30.48981,牧华路
00045e91591d69be3965e701528b6f99,2018-05-01 13:38:13,104.05203,30.49961,锦江路二段
0004c0caebfb3f8b53df0bd3e7ed821a,2018-05-01 20:10:35,104.0423,30.49914,双华路
00054820d51b7ebffb37216763b432c3,2018-05-01 16:59:27,104.07669,30.51071,华阳大道
0005f5beb02dc9a49777736723aac020,2018-05-01 17:38:05,103.96693,30.32176,x062
000764b9502297e69496acc148070463,2018-05-01 13:10:41,104.0694,30.48119,g213
000787a5c1a6d1e08713819a41aa0938,2018-05-01 12:17:17,104.060638,30.502228,府河路
0009c1ac83b0c546262622ac8270dccd,2018-05-01 22:09:58,103.995967,30.492929,湾河西街
000a9e5a025d9bb4ad7c84a1131db9a5,2018-05-01 12:39:37,103.98704,30.45717,兰沟路
000bca445ab8f8d28b021e68ab3b46f4,2018-05-01 10:41:55,104.08971,30.56151,府滨中路
000c07678e82e87a6b0dc63905aebf76,2018-05-01 17:01:13,104.0708,30.5039,南海路
0014418e940377385f08753641e4852d,2018-05-01 22:12:03,104.07998,30.48634,g213
0015b65a8f36916ce6e3a4196d42ad78,2018-05-01 07:23:55,104.07082,30.502740000000006,南湖路
001703c71607650acd7e55fbfc063dd9,2018-05-01 20:47:26,104.03122,30.49557,牧华路
0018ddcb36ad8f96d67876e2f8686371,2018-05-01 21:20:25,104.06749,30.48877,牧华路
001a97522f14b7ed359e317cd8ebb06a,2018-05-01 11:29:31,104.09075,30.54723,g213
001c0b23fab50bb55c344889ec5c78fd,2018-05-01 08:43:37,104.05366,30.510590000000004,顺河街
001d17f42836f71b3f794cf5253b041d,2018-05-01 11:44:20,104.10303,30.67053,猛追湾街
001ea5330299a9853929498d7c43f8a1,2018-05-01 18:49:37,104.06749,30.48877,牧华路
001ec3f21a55b1fbdcc3809fd60a6e9a,2018-05-01 13:23:34,104.07507,30.50343,老成仁路
001ed9593ac75d55f7dd1c529597af74,2018-05-01 10:47:23,104.03622,30.49893,双华路
002004420bd47d6eaf9044e52150d4cc,2018-05-01 23:17:58,104.035055,30.459653000000007,龙马大道
0021449badce8ba76a1a826ef6ad4f23,2018-05-01 13:49:37,104.06845,30.506772,正东中街
002150127049e8b742b0fb14bd571766,2018-05-01 19:20:00,104.07599,30.50895,天府大道
002261be08b79cb4c1000b3243af3a1d,2018-05-01 09:24:14,104.0461,30.55113,天府三街
00227b171d683339960d0315fc1eaa54,2018-05-01 07:27:49,104.06098,30.51898,华新下街
0023095c1c5e51f863b977be7345f7c1,2018-05-01 11:59:11,104.057064,30.507497,顺河街
002573d79b3c6fbb258bc7df5a9d559b,2018-05-01 15:16:27,104.06127,30.64023,一环路
0025c625914ec3237d1b2059bcb6cdff,2018-05-01 21:02:29,104.0439,30.51343,双华路
0025d78a16b1b8a9440875287a041038,2018-05-01 08:13:41,104.07807,30.48681,g213
00281084010c2ed9bc10bae9e9a35dc7,2018-05-01 18:16:37,104.09755,30.48333,麓山大道
002997d4649fa9fd7927dd476443d527,2018-05-01 20:35:52,103.96167,30.60966,成都绕城高速公路
002d1c08dbed01c285de047078699872,2018-05-01 16:41:37,104.06869,30.52698,新希望大道
002f70397cee268f3e74aa96a4732935,2018-05-01 10:30:53,104.04656,30.51179,华板路
002f9256e48da2ebee98f57653b6b28a,2018-05-01 17:33:42,104.02688,30.66371,家园南街
00302ac855cfed7c67b58fc26d9e9f58,2018-05-01 20:07:40,104.081011,30.501118,海昌北路
00306908f1644f2ce37bebd1a4feb53e,2018-05-01 15:56:02,104.04562,30.50974,华板路
00318fbc0c4be094cca236844c627267,2018-05-01 22:38:29,104.06819,30.52688,新希望大道二段
00329e9bbd99f3d196d553d672680307,2018-05-01 20:38:53,104.058847,30.510072,顺河一街
0033b2cab9192d8ea458643084e694b8,2018-05-01 00:19:22,104.055037,30.519874,和平路
0034a8d2cfada858f68d98b73e6dfa32,2018-05-01 11:38:08,104.02252,30.486074,虎高路
0037091493cd39e939e4ab6f8d8826e2,2018-05-01 15:01:52,104.01,30.57222,黄河中路
00375f64fbc6bd3cc3eca2bde5e155ca,2018-05-01 11:06:00,104.05263,30.528740000000006,元华路
0038c0ae29fd61a721fa01fc75357583,2018-05-01 08:01:35,103.990539,30.48716,湾河街
003b3f99ff29d00e723f648a2487a99c,2018-05-01 01:07:51,104.0217,30.49281,牧华路
003c0be6f8e2e8cf179da6429d045511,2018-05-01 11:08:03,104.057978,30.503704,府河路
003ead2e1b8aab0c7496062f95817d23,2018-05-01 19:34:46,104.057464,30.540699,吉辉路
004067b1af44e4714b8f46ff0778928e,2018-05-01 10:22:28,104.049644,30.505326,锦江路二段
0042a3f93f929758099ae1a6b6a047b1,2018-05-01 00:33:54,104.05253,30.50604,锦江路二段
0044645dbbb4b80902537f2cbd2e03ed,2018-05-01 11:07:02,104.06749,30.48877,牧华路
0044d7f5010d085657a160f4213dce92,2018-05-01 17:22:15,103.912,30.60268,金河路
0044f863f5bad459398132852f6444da,2018-05-01 20:56:55,104.06771,30.48748,牧华路
0047d520d72937e91d4d54a68d8f0518,2018-05-01 17:11:00,104.06114,30.57726,锦悦西二路
0048e75705cadb09387c2dab69c4ce17,2018-05-01 20:39:29,104.07016,30.49149,牧华路
